review_type,source_author,openalex_author_id,compared_openalex_author_id,author,compared_author,exact_match_papers,initial_match_papers,compared_exact_match_papers,compared_initial_match_papers,shared_coauthors,shared_coauthor_ids,shared_institutions,shared_affiliations,shared_countries,publication_year_gap,orcid_relation,decision,confidence,rationale
Profile pair,Wei Li,A5100649203,A5100689770,Wei Li,Wei Li,1,0,2,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100649203,A5100692555,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,1,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100649203,A5100697102,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,1,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100649203,A5100716770,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100649203,A5100716772,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,11,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100649203,A5100716777,Wei Li,Wei Li,1,0,1,0,0,0,0,0,,3,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100649203,A5100751021,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,7,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100649203,A5100774472,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,3,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100649203,A5100776276,Wei Li,Li Wei,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100649203,A5100785029,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100649203,A5100785034,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,10,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100649203,A5101459862,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,12,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100649203,A5101770332,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,4,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100649203,A5101785717,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,10,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100649203,A5101930813,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,12,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100649203,A5102917382,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100649203,A5104239516,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100649203,A5108046685,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100649203,A5112411768,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100663664,A5100663666,Wei Li,Li Wei,2,0,1,0,0,0,0,0,CN,3,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100663664,A5100675611,Wei Li,Weijian Li,2,0,0,1,0,0,0,0,CN,15,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100663664,A5100683583,Wei Li,Wei Li,2,0,1,0,0,0,0,0,CN,13,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100663664,A5100685953,Wei Li,Wei Li,2,0,1,0,0,0,0,0,CN,3,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100663664,A5100689763,Wei Li,Wei Li,2,0,1,0,0,0,0,0,CN,1,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100663664,A5100689770,Wei Li,Wei Li,2,0,2,0,0,0,0,0,CN,1,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100663664,A5100692555,Wei Li,Wei Li,2,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100663664,A5100697102,Wei Li,Wei Li,2,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100663664,A5100716770,Wei Li,Wei Li,2,0,1,0,0,0,0,0,CN,1,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100663664,A5100716772,Wei Li,Wei Li,2,0,1,0,0,0,0,0,CN,12,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100663664,A5100716777,Wei Li,Wei Li,2,0,1,0,0,0,0,0,,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100663664,A5100751021,Wei Li,Wei Li,2,0,1,0,0,0,0,0,CN,8,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100663664,A5100774472,Wei Li,Wei Li,2,0,1,0,0,0,0,0,CN,4,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100663664,A5100776276,Wei Li,Li Wei,2,0,1,0,0,0,0,0,CN,3,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100663664,A5100785029,Wei Li,Wei Li,2,0,1,0,0,0,0,0,CN,1,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100663664,A5100785034,Wei Li,Wei Li,2,0,1,0,0,0,0,0,CN,11,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100663664,A5101459862,Wei Li,Wei Li,2,0,1,0,0,0,0,0,CN,13,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100663664,A5101770332,Wei Li,Wei Li,2,0,1,0,0,0,0,0,CN,5,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100663664,A5101785717,Wei Li,Wei Li,2,0,1,0,0,0,0,0,CN,11,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100663664,A5101930813,Wei Li,Wei Li,2,0,1,0,0,0,0,0,CN,13,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100663664,A5102917382,Wei Li,Wei Li,2,0,1,0,0,0,0,0,CN,3,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100663664,A5104239516,Wei Li,Wei Li,2,0,1,0,0,0,0,0,CN,1,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100663664,A5108046685,Wei Li,Wei Li,2,0,1,0,0,0,0,0,CN,3,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100663664,A5112411768,Wei Li,Wei Li,2,0,1,0,0,0,0,0,CN,1,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100663666,A5100675611,Li Wei,Weijian Li,1,0,0,1,0,0,0,0,CN,18,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100663666,A5100683583,Li Wei,Wei Li,1,0,1,0,0,0,0,0,CN,16,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100663666,A5100685953,Li Wei,Wei Li,1,0,1,0,0,0,0,0,CN,6,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100663666,A5100689763,Li Wei,Wei Li,1,0,1,0,0,0,0,0,CN,4,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100663666,A5100689770,Li Wei,Wei Li,1,0,2,0,0,0,0,0,CN,4,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100663666,A5100692555,Li Wei,Wei Li,1,0,1,0,0,0,0,0,CN,5,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100663666,A5100697102,Li Wei,Wei Li,1,0,1,0,0,0,0,0,CN,5,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100663666,A5100716770,Li Wei,Wei Li,1,0,1,0,0,0,0,0,CN,4,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100663666,A5100716772,Li Wei,Wei Li,1,0,1,0,0,0,0,0,CN,15,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100663666,A5100716777,Li Wei,Wei Li,1,0,1,0,0,0,0,0,,1,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100663666,A5100751021,Li Wei,Wei Li,1,0,1,0,0,0,0,0,CN,11,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100663666,A5100774472,Li Wei,Wei Li,1,0,1,0,0,0,0,0,CN,7,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100663666,A5100776276,Li Wei,Li Wei,1,0,1,0,0,0,0,0,CN,6,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100663666,A5100785029,Li Wei,Wei Li,1,0,1,0,0,0,0,0,CN,4,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100663666,A5100785034,Li Wei,Wei Li,1,0,1,0,0,0,0,0,CN,14,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100663666,A5101459862,Li Wei,Wei Li,1,0,1,0,0,0,0,0,CN,16,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100663666,A5101770332,Li Wei,Wei Li,1,0,1,0,0,0,0,0,CN,8,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100663666,A5101785717,Li Wei,Wei Li,1,0,1,0,0,0,0,0,CN,14,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100663666,A5101930813,Li Wei,Wei Li,1,0,1,0,0,0,0,0,CN,16,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100663666,A5102917382,Li Wei,Wei Li,1,0,1,0,0,0,0,0,CN,6,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100663666,A5104239516,Li Wei,Wei Li,1,0,1,0,0,0,0,0,CN,4,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100663666,A5108046685,Li Wei,Wei Li,1,0,1,0,0,0,0,0,CN,6,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100663666,A5112411768,Li Wei,Wei Li,1,0,1,0,0,0,0,0,CN,4,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100675611,A5100683583,Weijian Li,Wei Li,0,1,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100675611,A5100685953,Weijian Li,Wei Li,0,1,1,0,0,0,0,0,CN,12,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100675611,A5100689763,Weijian Li,Wei Li,0,1,1,0,0,0,0,0,CN,14,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100675611,A5100689770,Weijian Li,Wei Li,0,1,2,0,0,0,0,0,CN,14,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100675611,A5100692555,Weijian Li,Wei Li,0,1,1,0,0,0,0,0,CN,13,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100675611,A5100697102,Weijian Li,Wei Li,0,1,1,0,0,0,0,0,CN,13,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100675611,A5100716770,Weijian Li,Wei Li,0,1,1,0,0,0,0,0,CN,14,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100675611,A5100716772,Weijian Li,Wei Li,0,1,1,0,0,0,0,0,CN,3,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100675611,A5100716777,Weijian Li,Wei Li,0,1,1,0,0,0,0,0,,17,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100675611,A5100751021,Weijian Li,Wei Li,0,1,1,0,0,0,0,0,CN,7,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100675611,A5100774472,Weijian Li,Wei Li,0,1,1,0,0,0,0,0,CN,11,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100675611,A5100776276,Weijian Li,Li Wei,0,1,1,0,0,0,0,0,CN,12,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100675611,A5100785029,Weijian Li,Wei Li,0,1,1,0,0,0,0,0,CN,14,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100675611,A5100785034,Weijian Li,Wei Li,0,1,1,0,0,0,0,0,CN,4,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100675611,A5101459862,Weijian Li,Wei Li,0,1,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100675611,A5101770332,Weijian Li,Wei Li,0,1,1,0,0,0,0,0,CN,10,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100675611,A5101785717,Weijian Li,Wei Li,0,1,1,0,0,0,0,0,CN,4,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100675611,A5101930813,Weijian Li,Wei Li,0,1,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100675611,A5102917382,Weijian Li,Wei Li,0,1,1,0,0,0,0,0,CN,12,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100675611,A5104239516,Weijian Li,Wei Li,0,1,1,0,0,0,0,0,CN,14,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100675611,A5108046685,Weijian Li,Wei Li,0,1,1,0,0,0,0,0,CN,12,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100675611,A5112411768,Weijian Li,Wei Li,0,1,1,0,0,0,0,0,CN,14,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100683583,A5100685953,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,10,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100683583,A5100689763,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,12,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100683583,A5100689770,Wei Li,Wei Li,1,0,2,0,0,0,0,0,CN,12,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100683583,A5100692555,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,11,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100683583,A5100697102,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,11,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100683583,A5100716770,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,12,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100683583,A5100716772,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,1,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100683583,A5100716777,Wei Li,Wei Li,1,0,1,0,0,0,0,0,,15,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100683583,A5100751021,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,5,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100683583,A5100774472,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,9,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100683583,A5100776276,Wei Li,Li Wei,1,0,1,0,0,0,0,0,CN,10,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100683583,A5100785029,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,12,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100683583,A5100785034,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100683583,A5101459862,Wei Li,Wei Li,1,0,1,0,1,1,1,1,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100683583,A5101770332,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,8,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100683583,A5101785717,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100683583,A5101930813,Wei Li,Wei Li,1,0,1,0,1,1,1,1,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100683583,A5102917382,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,10,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100683583,A5104239516,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,12,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100683583,A5108046685,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,10,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100683583,A5112411768,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,12,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100685953,A5100689763,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100685953,A5100689770,Wei Li,Wei Li,1,0,2,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100685953,A5100692555,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,1,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100685953,A5100697102,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,1,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100685953,A5100716770,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100685953,A5100716772,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,9,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100685953,A5100716777,Wei Li,Wei Li,1,0,1,0,0,0,0,0,,5,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100685953,A5100751021,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,5,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100685953,A5100774472,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,1,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100685953,A5100776276,Wei Li,Li Wei,1,0,1,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100685953,A5100785029,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100685953,A5100785034,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,8,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100685953,A5101459862,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,10,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100685953,A5101770332,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100685953,A5101785717,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,8,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100685953,A5101930813,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,10,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100685953,A5102917382,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100685953,A5104239516,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100685953,A5108046685,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100685953,A5112411768,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100689763,A5100689770,Wei Li,Wei Li,1,0,2,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100689763,A5100692555,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,1,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100689763,A5100697102,Wei Li,Wei Li,1,0,1,0,0,0,1,0,CN,1,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100689763,A5100716770,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100689763,A5100716772,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,11,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100689763,A5100716777,Wei Li,Wei Li,1,0,1,0,0,0,0,0,,3,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100689763,A5100751021,Wei Li,Wei Li,1,0,1,0,0,0,2,0,CN,7,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100689763,A5100774472,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,3,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100689763,A5100776276,Wei Li,Li Wei,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100689763,A5100785029,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100689763,A5100785034,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,10,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100689763,A5101459862,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,12,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100689763,A5101770332,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,4,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100689763,A5101785717,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,10,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100689763,A5101930813,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,12,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100689763,A5102917382,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100689763,A5104239516,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100689763,A5108046685,Wei Li,Wei Li,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100689763,A5112411768,Wei Li,Wei Li,1,0,1,0,0,0,1,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100689770,A5100692555,Wei Li,Wei Li,2,0,1,0,0,0,0,0,CN,1,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100689770,A5100697102,Wei Li,Wei Li,2,0,1,0,0,0,0,0,CN,1,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100689770,A5100716770,Wei Li,Wei Li,2,0,1,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100689770,A5100716772,Wei Li,Wei Li,2,0,1,0,0,0,0,0,CN,11,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Wei Li,A5100689770,A5100716777,Wei Li,Wei Li,2,0,1,0,0,0,0,0,,3,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
