sample_row,doi,doi_url,openalex_id,openalex_url,openalex_matched,citation_history_retrieved,title,authors,journal,publisher,publication_year,retraction_year,retraction_year_stratum,fixed_minus_5_to_plus_5_cohort,post_retraction_citing_works_years_plus_1_to_plus_5,top_200_post_retraction_rank,sample_random_seed,retraction_cutoff_year,openalex_retrieved_date,calendar_year_relative_minus_5,included_in_denominator_relative_minus_5,citing_works_relative_minus_5,calendar_year_relative_minus_4,included_in_denominator_relative_minus_4,citing_works_relative_minus_4,calendar_year_relative_minus_3,included_in_denominator_relative_minus_3,citing_works_relative_minus_3,calendar_year_relative_minus_2,included_in_denominator_relative_minus_2,citing_works_relative_minus_2,calendar_year_relative_minus_1,included_in_denominator_relative_minus_1,citing_works_relative_minus_1,calendar_year_relative_zero,included_in_denominator_relative_zero,citing_works_relative_zero,calendar_year_relative_plus_1,included_in_denominator_relative_plus_1,citing_works_relative_plus_1,calendar_year_relative_plus_2,included_in_denominator_relative_plus_2,citing_works_relative_plus_2,calendar_year_relative_plus_3,included_in_denominator_relative_plus_3,citing_works_relative_plus_3,calendar_year_relative_plus_4,included_in_denominator_relative_plus_4,citing_works_relative_plus_4,calendar_year_relative_plus_5,included_in_denominator_relative_plus_5,citing_works_relative_plus_5
32,10.1073/pnas.80.15.4694,https://doi.org/10.1073/pnas.80.15.4694,W2084821079,https://openalex.org/W2084821079,TRUE,TRUE,A precise termination site in the mouse beta-major globin transcription unit,M Salditt-Georgieff;J E Darnell Jr,PNAS: Proceedings of the National Academy of Sciences of the United States of America,National Academy of Sciences (NAS),1983,1984,1984,FALSE,25,,20260712,2020,2026-07-18,1979,FALSE,,1980,FALSE,,1981,FALSE,,1982,FALSE,,1983,TRUE,3,1984,TRUE,14,1985,TRUE,14,1986,TRUE,8,1987,TRUE,2,1988,TRUE,1,1989,TRUE,0
33,10.1073/pnas.76.12.6066,https://doi.org/10.1073/pnas.76.12.6066,W160560,https://openalex.org/W160560,TRUE,TRUE,DNA from recombinogenic lambda bacteriophages generated by arl mutant of Escherichia coli is cleaved by single-strand-specific endonuclease S1,John B Hays;Brent E Korba,PNAS: Proceedings of the National Academy of Sciences of the United States of America,National Academy of Sciences (NAS),1979,1985,1985,TRUE,0,,20260712,2020,2026-07-18,1980,TRUE,0,1981,TRUE,0,1982,TRUE,0,1983,TRUE,0,1984,TRUE,0,1985,TRUE,0,1986,TRUE,0,1987,TRUE,0,1988,TRUE,0,1989,TRUE,0,1990,TRUE,0
34,10.1073/pnas.78.11.6729,https://doi.org/10.1073/pnas.78.11.6729,W1971850234,https://openalex.org/W1971850234,TRUE,TRUE,Prolactin induces release of a factor from membranes capable of stimulating ß-casein gene transcription in isolated mammary cell nuclei,Bertrand Teyssot;Louis-Marie Houdebine;Jean Djiane,PNAS: Proceedings of the National Academy of Sciences of the United States of America,National Academy of Sciences (NAS),1981,1985,1985,FALSE,5,,20260712,2020,2026-07-18,1980,FALSE,,1981,TRUE,1,1982,TRUE,3,1983,TRUE,10,1984,TRUE,9,1985,TRUE,11,1986,TRUE,3,1987,TRUE,1,1988,TRUE,1,1989,TRUE,0,1990,TRUE,0
35,10.1161/01.res.43.5.705,https://doi.org/10.1161/01.res.43.5.705,W1960359682,https://openalex.org/W1960359682,TRUE,TRUE,Gestational Changes in Pulmonary Converting Enzyme Activity in the Fetal Rabbit,S Alex Stalcup;Joel S Lipset;Charles E Odya;Theodore L Goodfriend;Leila Mei Pang;Robert B Mellins,Circulation Research,American Heart Association,1978,1985,1985,TRUE,2,,20260712,2020,2026-07-18,1980,TRUE,2,1981,TRUE,5,1982,TRUE,3,1983,TRUE,6,1984,TRUE,4,1985,TRUE,2,1986,TRUE,2,1987,TRUE,0,1988,TRUE,0,1989,TRUE,0,1990,TRUE,0
36,10.1172/jci110061,https://doi.org/10.1172/jci110061,W2081069883,https://openalex.org/W2081069883,TRUE,TRUE,Bradykinin production and increased pulmonary endothelial permeability during acute respiratory failure in unanesthetized sheep,Hugh M O'Brodovich;S Alex Stalcup;Leila Mei Pang;Joel S Lipset;Robert B Mellins,The Journal of Clinical Investigation (JCI),American Society for Clinical Investigation,1981,1985,1985,FALSE,10,,20260712,2020,2026-07-18,1980,FALSE,,1981,TRUE,1,1982,TRUE,10,1983,TRUE,3,1984,TRUE,4,1985,TRUE,8,1986,TRUE,3,1987,TRUE,4,1988,TRUE,3,1989,TRUE,0,1990,TRUE,0
37,10.1016/0002-8703(84)90632-x,https://doi.org/10.1016/0002-8703(84)90632-x,W2078038224,https://openalex.org/W2078038224,TRUE,TRUE,Pulmonary Density Distribution in Experimental and Clinical Cardiogenic Pulmonary Edema Evaluated by Computed Transmission Tomography,Robert A Slutsky;Wallace W Peck;Charles B Higgins;G. B John Mancini,American Heart Journal,Elsevier,1984,1986,1986,FALSE,1,,20260712,2020,2026-07-18,1981,FALSE,,1982,FALSE,,1983,FALSE,,1984,TRUE,0,1985,TRUE,2,1986,TRUE,3,1987,TRUE,0,1988,TRUE,0,1989,TRUE,0,1990,TRUE,1,1991,TRUE,0
38,10.1016/b978-0-12-484772-9.50008-6,https://doi.org/10.1016/b978-0-12-484772-9.50008-6,W3021860128,https://openalex.org/W3021860128,TRUE,TRUE,Rational Expressions,Charles P McKeague,"Intermediate Algebra, 2rd ed",Elsevier,1986,1986,1986,FALSE,0,,20260712,2020,2026-07-18,1981,FALSE,,1982,FALSE,,1983,FALSE,,1984,FALSE,,1985,FALSE,,1986,TRUE,0,1987,TRUE,0,1988,TRUE,0,1989,TRUE,0,1990,TRUE,0,1991,TRUE,0
39,10.1016/b978-0-12-484772-9.50021-9,https://doi.org/10.1016/b978-0-12-484772-9.50021-9,W3178060350,https://openalex.org/W3178060350,TRUE,TRUE,Appendix E: Common Logarithms,Charles P McKeague,"Intermediate Algebra, 3rd ed",Elsevier,1986,1986,1986,FALSE,0,,20260712,2020,2026-07-18,1981,FALSE,,1982,FALSE,,1983,FALSE,,1984,FALSE,,1985,FALSE,,1986,TRUE,0,1987,TRUE,0,1988,TRUE,0,1989,TRUE,0,1990,TRUE,0,1991,TRUE,0
40,10.1016/b978-0-12-484772-9.50022-0,https://doi.org/10.1016/b978-0-12-484772-9.50022-0,W4253945759,https://openalex.org/W4253945759,TRUE,TRUE,Answers to Odd-Numbered Exercises and Chapter Tests,Charles P McKeague,"Intermediate Algebra, 3rd ed",Elsevier,1986,1986,1986,FALSE,0,,20260712,2020,2026-07-18,1981,FALSE,,1982,FALSE,,1983,FALSE,,1984,FALSE,,1985,FALSE,,1986,TRUE,0,1987,TRUE,0,1988,TRUE,0,1989,TRUE,0,1990,TRUE,0,1991,TRUE,0
41,10.1148/radiology.152.3.575,https://doi.org/10.1148/radiology.152.3.575,W1971240098,https://openalex.org/W1971240098,TRUE,TRUE,Extravascular lung water: effects of using ionic contrast media at varying levels of left atrial pressure and during myocardial ischemia,Robert A Slutsky;Jeffrey J Brown;Gideon Strich,Radiology,Radiological Society of North America,1984,1986,1986,FALSE,1,,20260712,2020,2026-07-18,1981,FALSE,,1982,FALSE,,1983,FALSE,,1984,TRUE,0,1985,TRUE,0,1986,TRUE,2,1987,TRUE,0,1988,TRUE,0,1989,TRUE,0,1990,TRUE,0,1991,TRUE,1
42,10.1152/ajpheart.1984.247.4.h610,https://doi.org/10.1152/ajpheart.1984.247.4.h610,W2220434183,https://openalex.org/W2220434183,TRUE,TRUE,Sympathetic effects on spontaneous activity in bovine mesenteric lymphatics,Toshio Ohhashi;Takehiko Azuma,American Journal of Physiology - Heart and Circulatory Physiology,APS: American Physiological Society,1984,1986,1986,FALSE,2,,20260712,2020,2026-07-18,1981,FALSE,,1982,FALSE,,1983,FALSE,,1984,TRUE,0,1985,TRUE,0,1986,TRUE,0,1987,TRUE,0,1988,TRUE,0,1989,TRUE,1,1990,TRUE,1,1991,TRUE,0
43,10.1515/9783110863932-001,https://doi.org/10.1515/9783110863932-001,W4229650266,https://openalex.org/W4229650266,TRUE,TRUE,Vorwort,Erich Potthoff;Karl Trescher,Controlling in der Personalwirtschaft,De Gruyter,1986,1986,1986,FALSE,0,,20260712,2020,2026-07-18,1981,FALSE,,1982,FALSE,,1983,FALSE,,1984,FALSE,,1985,FALSE,,1986,TRUE,0,1987,TRUE,0,1988,TRUE,0,1989,TRUE,0,1990,TRUE,0,1991,TRUE,0
44,10.1515/9783110863932-003,https://doi.org/10.1515/9783110863932-003,W4233805470,https://openalex.org/W4233805470,TRUE,TRUE,Abkürzungsverzeichnis,Erich Potthoff;Karl Trescher,Controlling in der Personalwirtschaft,De Gruyter,1986,1986,1986,FALSE,0,,20260712,2020,2026-07-18,1981,FALSE,,1982,FALSE,,1983,FALSE,,1984,FALSE,,1985,FALSE,,1986,TRUE,0,1987,TRUE,0,1988,TRUE,0,1989,TRUE,0,1990,TRUE,0,1991,TRUE,0
45,10.1016/s0735-1097(84)80440-4,https://doi.org/10.1016/s0735-1097(84)80440-4,W2082514920,https://openalex.org/W2082514920,TRUE,TRUE,Myocardial Infarct Size Determined by Computed Transmission Tomography in Canine Infarcts of Various Ages and in the Presence of Coronary Reperfusion,Robert A Slutsky;Wallace W Peck;G B John Mancini;Robert F Mattrey;Charles B Higgins,Journal of the American College of Cardiology (JACC),Elsevier,1984,1987,1987,FALSE,0,,20260712,2020,2026-07-18,1982,FALSE,,1983,FALSE,,1984,TRUE,0,1985,TRUE,2,1986,TRUE,0,1987,TRUE,0,1988,TRUE,0,1989,TRUE,0,1990,TRUE,0,1991,TRUE,0,1992,TRUE,0
46,10.1097/00003246-198309000-00010,https://doi.org/10.1097/00003246-198309000-00010,W2063752019,https://openalex.org/W2063752019,TRUE,TRUE,Regional blood volume changes during acute pericardial tamponade,Robert A Slutsky,Critical Care Medicine,Wolters Kluwer,1983,1987,1987,FALSE,0,,20260712,2020,2026-07-18,1982,FALSE,,1983,TRUE,0,1984,TRUE,1,1985,TRUE,0,1986,TRUE,0,1987,TRUE,0,1988,TRUE,0,1989,TRUE,0,1990,TRUE,0,1991,TRUE,0,1992,TRUE,0
47,10.1097/00003246-198312000-00001,https://doi.org/10.1097/00003246-198312000-00001,W2046081248,https://openalex.org/W2046081248,TRUE,TRUE,"Radionuclide analysis of sequential changes in central circulatory volumes: inspiration, expiration, and the Valsalva maneuver",Robert A Slutsky;Howard Dittrich;Wallace Peck,Critical Care Medicine,Wolters Kluwer,1983,1987,1987,FALSE,0,,20260712,2020,2026-07-18,1982,FALSE,,1983,TRUE,0,1984,TRUE,0,1985,TRUE,0,1986,TRUE,1,1987,TRUE,0,1988,TRUE,0,1989,TRUE,0,1990,TRUE,0,1991,TRUE,0,1992,TRUE,0
48,10.1001/archpsyc.1983.01790030079010,https://doi.org/10.1001/archpsyc.1983.01790030079010,W2160786506,https://openalex.org/W2160786506,TRUE,TRUE,Effects of Thioridazine on the Intellectual Performance of Mentally Retarded Drug Responders and Nonresponders,Stephen E Breuning;Donald G Ferguson;Neal A. Davidson,JAMA Psychiatry,JAMA Network,1983,1988,1988,TRUE,6,,20260712,2020,2026-07-18,1983,TRUE,1,1984,TRUE,2,1985,TRUE,3,1986,TRUE,2,1987,TRUE,1,1988,TRUE,1,1989,TRUE,1,1990,TRUE,1,1991,TRUE,2,1992,TRUE,1,1993,TRUE,1
49,10.1111/j.1601-5223.1981.tb01767.x,https://doi.org/10.1111/j.1601-5223.1981.tb01767.x,W2027360764,https://openalex.org/W2027360764,TRUE,TRUE,Close to equal crossing-over frequencies in males and females in Drosophila littoralis,JAAKKO LUMME;PEKKA LANKINEN,Hereditas,Wiley,1981,1988,1988,TRUE,0,,20260712,2020,2026-07-18,1983,TRUE,0,1984,TRUE,0,1985,TRUE,1,1986,TRUE,1,1987,TRUE,0,1988,TRUE,0,1989,TRUE,0,1990,TRUE,0,1991,TRUE,0,1992,TRUE,0,1993,TRUE,0
50,10.1073/pnas.84.24.9011,https://doi.org/10.1073/pnas.84.24.9011,W2072040756,https://openalex.org/W2072040756,TRUE,TRUE,Two heat-induced proteins are associated with transformation of Schistosoma mansoni cercariae to schistosomula,Ronald Blanton;E Catherine Loula;Janis Parker,PNAS: Proceedings of the National Academy of Sciences of the United States of America,National Academy of Sciences (NAS),1987,1989,1989,FALSE,6,,20260712,2020,2026-07-18,1984,FALSE,,1985,FALSE,,1986,FALSE,,1987,TRUE,0,1988,TRUE,0,1989,TRUE,1,1990,TRUE,1,1991,TRUE,2,1992,TRUE,2,1993,TRUE,0,1994,TRUE,1
51,10.1126/science.6810463,https://doi.org/10.1126/science.6810463,W2069819664,https://openalex.org/W2069819664,TRUE,TRUE,Polyamine depletion influences drug-induced chromosomal damage,Philip J Tofilon;Stina M Oredsson;Dennis F Deen;Laurence J Marton,Science,American Association for the Advancement of Science (AAAS),1982,1989,1989,TRUE,4,,20260712,2020,2026-07-18,1984,TRUE,12,1985,TRUE,10,1986,TRUE,6,1987,TRUE,8,1988,TRUE,8,1989,TRUE,5,1990,TRUE,0,1991,TRUE,1,1992,TRUE,1,1993,TRUE,1,1994,TRUE,1
52,10.1152/ajpendo.1986.251.1.e104,https://doi.org/10.1152/ajpendo.1986.251.1.e104,W2415286051,https://openalex.org/W2415286051,TRUE,TRUE,Epinephrine is not critical to prevention of hypoglycemia during exercise in humans,Philip E Cryer;David R Hoelzer;Gail P Dalsky;N S Schwartz;William E Clutter;Suresh D Shah;John O Holloszy,American Journal of Physiology - Endocrinology and Metabolism,APS: American Physiological Society,1986,1989,1989,FALSE,9,,20260712,2020,2026-07-18,1984,FALSE,,1985,FALSE,,1986,TRUE,0,1987,TRUE,2,1988,TRUE,6,1989,TRUE,2,1990,TRUE,2,1991,TRUE,4,1992,TRUE,0,1993,TRUE,3,1994,TRUE,0
53,10.1176/ajp.139.11.1447,https://doi.org/10.1176/ajp.139.11.1447,W2465586851,https://openalex.org/W2465586851,TRUE,TRUE,Effects of thioridazine and withdrawal dyskinesias on workshop performance of mentally retarded young adults,Stephen E Breuning;Victoria J Davis;J L Matson;Donald G Ferguson,The American Journal of Psychiatry,American Psychiatric Association,1982,1989,1989,TRUE,1,,20260712,2020,2026-07-18,1984,TRUE,1,1985,TRUE,4,1986,TRUE,3,1987,TRUE,1,1988,TRUE,1,1989,TRUE,0,1990,TRUE,1,1991,TRUE,0,1992,TRUE,0,1993,TRUE,0,1994,TRUE,0
54,10.1002/j.1460-2075.1989.tb08465.x,https://doi.org/10.1002/j.1460-2075.1989.tb08465.x,W2136585491,https://openalex.org/W2136585491,TRUE,TRUE,Breakage--reunion and copy choice mechanisms of recombination between short homologous sequences.,Dominique Brunier;Ben P Peeters;Sierd Bron;S Dusko Ehrlich,The EMBO Journal,EMBO Press,1989,1990,1990,FALSE,4,,20260712,2020,2026-07-18,1985,FALSE,,1986,FALSE,,1987,FALSE,,1988,FALSE,,1989,TRUE,1,1990,TRUE,4,1991,TRUE,2,1992,TRUE,0,1993,TRUE,2,1994,TRUE,0,1995,TRUE,0
55,10.1002/jnr.490230113,https://doi.org/10.1002/jnr.490230113,W2520534,https://openalex.org/W2520534,TRUE,TRUE,"Changes in free fatty acids, phospholipids, and cholesterol following impact injury to the rat spinal cord",Paul Demediuk;M P Daly;Alan I Faden,Journal of Neuroscience Research,Wiley,1989,1990,1990,FALSE,0,,20260712,2020,2026-07-18,1985,FALSE,,1986,FALSE,,1987,FALSE,,1988,FALSE,,1989,TRUE,0,1990,TRUE,0,1991,TRUE,0,1992,TRUE,0,1993,TRUE,0,1994,TRUE,0,1995,TRUE,0
56,10.1016/0892-0362(88)90011-6,https://doi.org/10.1016/0892-0362(88)90011-6,W2015293369,https://openalex.org/W2015293369,TRUE,TRUE,Parkinsonism: a clinical marker of exposure to neurotoxins,Margit L Bleecker,Neurotoxicology and Teratology,Springer,1988,1990,1990,FALSE,7,,20260712,2020,2026-07-18,1985,FALSE,,1986,FALSE,,1987,FALSE,,1988,TRUE,0,1989,TRUE,0,1990,TRUE,4,1991,TRUE,3,1992,TRUE,1,1993,TRUE,1,1994,TRUE,0,1995,TRUE,2
57,10.1037/0097-7403.13.1.3,https://doi.org/10.1037/0097-7403.13.1.3,W4233966445,https://openalex.org/W4233966445,TRUE,TRUE,Evaluation of the relation between Pavlovian occasion-setting and instrumental discriminative stimuli: a blocking analysis,Robert T Ross;Vincent M LoLordo,Journal of Experimental Psychology. Animal behavior processes,American Psychological Association (APA),1987,1990,1990,FALSE,6,,20260712,2020,2026-07-18,1985,FALSE,,1986,FALSE,,1987,TRUE,1,1988,TRUE,2,1989,TRUE,3,1990,TRUE,3,1991,TRUE,4,1992,TRUE,1,1993,TRUE,0,1994,TRUE,1,1995,TRUE,0
58,10.1073/pnas.86.20.8005,https://doi.org/10.1073/pnas.86.20.8005,W2077418208,https://openalex.org/W2077418208,TRUE,TRUE,"Secretion and cell surface expression of IgG1 are impaired in human B lymphoblasts that lack HLA-A, -B, and -C antigens",William J Burlingham;Stephanie S Ceman;Robert DeMars,PNAS: Proceedings of the National Academy of Sciences of the United States of America,National Academy of Sciences (NAS),1989,1990,1990,FALSE,3,,20260712,2020,2026-07-18,1985,FALSE,,1986,FALSE,,1987,FALSE,,1988,FALSE,,1989,TRUE,1,1990,TRUE,1,1991,TRUE,2,1992,TRUE,0,1993,TRUE,1,1994,TRUE,0,1995,TRUE,0
59,10.1002/jlb.46.5.428,https://doi.org/10.1002/jlb.46.5.428,W1915795479,https://openalex.org/W1915795479,TRUE,TRUE,"Regulation of systemic macrophage IL-1 gene transcription: the involvement of tumor-derived macrophage growth factor, CSF-1",R Evans;TM Duffy;SS Blake;HS Lin,Journal of Leukocyte Biology (JLB),Wiley,1989,1991,1991,FALSE,10,,20260712,2020,2026-07-18,1986,FALSE,,1987,FALSE,,1988,FALSE,,1989,TRUE,0,1990,TRUE,0,1991,TRUE,2,1992,TRUE,3,1993,TRUE,3,1994,TRUE,1,1995,TRUE,1,1996,TRUE,2
60,10.1007/bf01790093,https://doi.org/10.1007/bf01790093,W4251830586,https://openalex.org/W4251830586,TRUE,TRUE,Segregation of lymphocyte low-molecular-weight DNA and antinuclear-antibodies in a family with systemic lupus erythematosus in first cousins,Henrique Levcovitz;Mary Ann Fletcher;Paula Phillips;Harold A Chertok;Roy Altman;Paul J Benke,Human Genetics,Springer,1988,1991,1991,FALSE,0,,20260712,2020,2026-07-18,1986,FALSE,,1987,FALSE,,1988,TRUE,0,1989,TRUE,0,1990,TRUE,1,1991,TRUE,1,1992,TRUE,0,1993,TRUE,0,1994,TRUE,0,1995,TRUE,0,1996,TRUE,0
61,10.1016/0092-8674(86)90389-2,https://doi.org/10.1016/0092-8674(86)90389-2,W4250892538,https://openalex.org/W4250892538,TRUE,TRUE,Altered Repertoire of Endogenous Immunoglobulin Gene Expression in Transgenic Mice Containing a Rearranged mu Heavy Chain Gene,David Weaver;Christopher Albanese;Frank Costantini;David Baltimore;Moema H Reis;Thereza Imanishi-Kari,Cell,MIT Press,1986,1991,1991,TRUE,15,,20260712,2020,2026-07-18,1986,TRUE,4,1987,TRUE,8,1988,TRUE,15,1989,TRUE,15,1990,TRUE,4,1991,TRUE,9,1992,TRUE,6,1993,TRUE,5,1994,TRUE,3,1995,TRUE,0,1996,TRUE,1
62,10.1126/science.1696395,https://doi.org/10.1126/science.1696395,W1987224191,https://openalex.org/W1987224191,TRUE,TRUE,"Molecular structure of charybdotoxin, a pore-directed inhibitor of potassium ion channels",Walter Massefski Jr;Alfred G Redfield;Dennis R Hare;Christopher Miller,Science,American Association for the Advancement of Science (AAAS),1990,1991,1991,FALSE,13,,20260712,2020,2026-07-18,1986,FALSE,,1987,FALSE,,1988,FALSE,,1989,FALSE,,1990,TRUE,2,1991,TRUE,9,1992,TRUE,4,1993,TRUE,4,1994,TRUE,3,1995,TRUE,0,1996,TRUE,2
63,10.1128/jvi.65.6.3161-3166.1991,https://doi.org/10.1128/jvi.65.6.3161-3166.1991,W1555517154,https://openalex.org/W1555517154,TRUE,TRUE,Functional and nonfunctional measles virus matrix genes from lethal human brain infections,Isidro Ballart;Marion Huber;Anita Schmid;Roberto Cattaneo;Martin A Billeter,Journal of Virology,American Society for Microbiology,1991,1991,1991,FALSE,0,,20260712,2020,2026-07-18,1986,FALSE,,1987,FALSE,,1988,FALSE,,1989,FALSE,,1990,FALSE,,1991,TRUE,2,1992,TRUE,0,1993,TRUE,0,1994,TRUE,0,1995,TRUE,0,1996,TRUE,0
64,10.2337/diab.38.12.1643,https://doi.org/10.2337/diab.38.12.1643,W2099465853,https://openalex.org/W2099465853,TRUE,TRUE,Characterization of Endothelin Receptors and Effects of Endothelin on Diacylglycerol and Protein Kinase C in Retinal Capillary Pericytes,Tian-Shing Lee;Kang-Quan Hu;Ting Chao;George L King,Diabetes,American Diabetes Association,1989,1991,1991,FALSE,10,,20260712,2020,2026-07-18,1986,FALSE,,1987,FALSE,,1988,FALSE,,1989,TRUE,0,1990,TRUE,1,1991,TRUE,3,1992,TRUE,2,1993,TRUE,4,1994,TRUE,2,1995,TRUE,0,1996,TRUE,2
65,10.1002/ijc.2910490412,https://doi.org/10.1002/ijc.2910490412,W2015330587,https://openalex.org/W2015330587,TRUE,TRUE,An Analysis of T-cell-receptor Variable-region Genes in Tumor-infiltrating Lymphocytes Within Malignant Tumors,Taizo Nitta;Kiyoshi Sato;Ko Okumura;Lawrence Steinman,International Journal of Cancer,Wiley,1991,1992,1992,FALSE,16,,20260712,2020,2026-07-18,1987,FALSE,,1988,FALSE,,1989,FALSE,,1990,FALSE,,1991,TRUE,0,1992,TRUE,3,1993,TRUE,6,1994,TRUE,6,1995,TRUE,3,1996,TRUE,1,1997,TRUE,0
66,10.1038/354476a0,https://doi.org/10.1038/354476a0,W2022907394,https://openalex.org/W2022907394,TRUE,TRUE,"Amyloid Plaques, Neurofibrillary Tangles and Neuronal Loss in Brains of Transgenic Mice Overexpressing a C-terminal Fragment of Human Amyloid Precursor Protein",Shigeki Kawabata;Gerald A Higgins;Jon W Gordon,Nature,Nature Publishing Group,1991,1992,1992,FALSE,45,136,20260712,2020,2026-07-18,1987,FALSE,,1988,FALSE,,1989,FALSE,,1990,FALSE,,1991,TRUE,1,1992,TRUE,25,1993,TRUE,14,1994,TRUE,10,1995,TRUE,13,1996,TRUE,5,1997,TRUE,3
67,10.1073/pnas.86.20.7928,https://doi.org/10.1073/pnas.86.20.7928,W2011892883,https://openalex.org/W2011892883,TRUE,TRUE,Heparin-binding growth factor 1 induces the formation of organoid neovascular structures in vivo,John A Thompson;Christian C Haundenschild;Kathryn D Anderson;Judith M DiPietro;W French Anderson;Thomas Maciag,PNAS: Proceedings of the National Academy of Sciences of the United States of America,National Academy of Sciences (NAS),1989,1992,1992,FALSE,45,138,20260712,2020,2026-07-18,1987,FALSE,,1988,FALSE,,1989,TRUE,2,1990,TRUE,6,1991,TRUE,20,1992,TRUE,19,1993,TRUE,12,1994,TRUE,8,1995,TRUE,7,1996,TRUE,10,1997,TRUE,8
68,10.1089/aid.1991.7.789,https://doi.org/10.1089/aid.1991.7.789,W2075439692,https://openalex.org/W2075439692,TRUE,TRUE,Value of HIV transmembrane glycoprotein oligomers as target antigens in early detection of anti-env antibodies,A Sanjuan;Y Quesneau;JF Delagneau;F Brun-Vezinet,AIDS Research and Human Retroviruses,Mary Ann Liebert,1991,1992,1992,FALSE,1,,20260712,2020,2026-07-18,1987,FALSE,,1988,FALSE,,1989,FALSE,,1990,FALSE,,1991,TRUE,0,1992,TRUE,2,1993,TRUE,0,1994,TRUE,0,1995,TRUE,1,1996,TRUE,0,1997,TRUE,0
69,10.1172/jci113889,https://doi.org/10.1172/jci113889,W2057611314,https://openalex.org/W2057611314,TRUE,TRUE,"Differential regulation of protein kinase C and (Na,K)-adenosine triphosphatase activities by elevated glucose levels in retinal capillary endothelial cells",Tian-Shing Lee;Leslie C MacGregor;Steve J Fluharty;George L King,The Journal of Clinical Investigation (JCI),American Society for Clinical Investigation,1989,1992,1992,FALSE,38,188,20260712,2020,2026-07-18,1987,FALSE,,1988,FALSE,,1989,TRUE,5,1990,TRUE,8,1991,TRUE,11,1992,TRUE,22,1993,TRUE,13,1994,TRUE,6,1995,TRUE,8,1996,TRUE,5,1997,TRUE,6
70,10.1515/9783486784282-011,https://doi.org/10.1515/9783486784282-011,W4234373274,https://openalex.org/W4234373274,TRUE,TRUE,Literatur,Franz G Rammerstorfer,Repetitorium Leichtbau,De Gruyter,1992,1992,1992,FALSE,0,,20260712,2020,2026-07-18,1987,FALSE,,1988,FALSE,,1989,FALSE,,1990,FALSE,,1991,FALSE,,1992,TRUE,0,1993,TRUE,0,1994,TRUE,0,1995,TRUE,0,1996,TRUE,0,1997,TRUE,0
71,10.1016/0006-8993(92)90858-7,https://doi.org/10.1016/0006-8993(92)90858-7,W2017361305,https://openalex.org/W2017361305,TRUE,TRUE,"Thymopoietin, a thymic polypeptide, prevents nicotinic agonist-induced morphological changes in neonatal muscle cells in culture",Maryka Quik;Jacynthe Philie;Gideon Goldstein,Brain Research,Elsevier,1992,1993,1993,FALSE,1,,20260712,2020,2026-07-18,1988,FALSE,,1989,FALSE,,1990,FALSE,,1991,FALSE,,1992,TRUE,1,1993,TRUE,0,1994,TRUE,0,1995,TRUE,0,1996,TRUE,0,1997,TRUE,1,1998,TRUE,0
72,10.1016/b978-0-12-676350-8.50019-0,https://doi.org/10.1016/b978-0-12-676350-8.50019-0,W2391479486,https://openalex.org/W2391479486,TRUE,TRUE,ANSWERS TO SELECTED EXERCISES,Alan Sultan,Linear Programming: An Introduction with Applications,Elsevier,1993,1993,1993,FALSE,0,,20260712,2020,2026-07-18,1988,FALSE,,1989,FALSE,,1990,FALSE,,1991,FALSE,,1992,FALSE,,1993,TRUE,0,1994,TRUE,0,1995,TRUE,0,1996,TRUE,0,1997,TRUE,0,1998,TRUE,0
73,10.1097/00000542-198910000-00020,https://doi.org/10.1097/00000542-198910000-00020,W2060444863,https://openalex.org/W2060444863,TRUE,TRUE,Anaphylactic reaction to epidural fentanyl,Barbara Zucker-Pinchoff;Sivam Ramanathan,Anesthesiology,Wolters Kluwer - Lippincott Williams & Wilkins,1989,1993,1993,FALSE,3,,20260712,2020,2026-07-18,1988,FALSE,,1989,TRUE,0,1990,TRUE,1,1991,TRUE,6,1992,TRUE,3,1993,TRUE,1,1994,TRUE,0,1995,TRUE,2,1996,TRUE,0,1997,TRUE,0,1998,TRUE,1
74,10.1111/j.1471-4159.1989.tb07431.x,https://doi.org/10.1111/j.1471-4159.1989.tb07431.x,W1977801302,https://openalex.org/W1977801302,TRUE,TRUE,"Thymopoietin, a Thymic Polypeptide, Specifically Interacts at Neuronal Nicotinic Alpha-bungarotoxin Receptors",Maryka Quik;Ronith Afar;Tapan K Audhya;Gideon Goldstein,Journal of Neurochemistry (JNC),Wiley,1989,1993,1993,FALSE,0,,20260712,2020,2026-07-18,1988,FALSE,,1989,TRUE,0,1990,TRUE,4,1991,TRUE,4,1992,TRUE,5,1993,TRUE,2,1994,TRUE,0,1995,TRUE,0,1996,TRUE,0,1997,TRUE,0,1998,TRUE,0
75,10.1515/9783486818666-001,https://doi.org/10.1515/9783486818666-001,W4255644853,https://openalex.org/W4255644853,TRUE,TRUE,Vorwort,Unknown,"Heinz Kreuzmann, Gerhard Schulze",De Gruyter,1993,1993,1993,FALSE,0,,20260712,2020,2026-07-18,1988,FALSE,,1989,FALSE,,1990,FALSE,,1991,FALSE,,1992,FALSE,,1993,TRUE,0,1994,TRUE,0,1995,TRUE,0,1996,TRUE,0,1997,TRUE,0,1998,TRUE,0
